title,abstract,trial
"""Prolonged disease-free survival after one course of perioperative adjuvant chemotherapy for node-negative breast cancer.""","""We compared a single perioperative cycle of adjuvant combination chemotherapy with no adjuvant treatment in a randomized trial (Ludwig Trial V) including 1275 patients with breast cancer who had no axillary-node metastases. The chemotherapy was administered on days 1 and 8, beginning within 36 hours after mastectomy, and consisted of cyclophosphamide, methotrexate, fluorouracil, and leucovorin. At a median follow-up of 42 months, the mean four-year disease-free survival (+/- SE) was 77 +/- 2 percent among the patients who received chemotherapy perioperatively, as compared with 73 +/- 2 percent among the patients who received no adjuvant treatment (hazard ratio, 0.77; 95 percent confidence interval, 0.61 to 0.98; P = 0.04). An advantage was observed for both premenopausal and postmenopausal women. The magnitude of the treatment effect was largest among patients with no or low estrogen-receptor content in the primary tumor. We conclude that chemotherapy modifies the post-operative course of node-negative breast cancer. Further trials to investigate an optimal selection of patients and treatments should be regarded as the best available therapeutic approach.""",1
"""First-line Herceptin monotherapy in metastatic breast cancer.""","""The pivotal phase II and III Herceptin trials proved the efficacy and safety of second- or third-line single-agent Herceptin and first-line Herceptin in combination with chemotherapy, respectively. In the current trial, 114 patients were randomized to one of two dose groups of first-line Herceptin monotherapy: standard dose of 4 mg/ kg initial dose followed by 2 mg/kg intravenous (i.v.) weekly; or high dose of 8 mg/kg initial dose followed by 4 mg/kg i.v. weekly. The regimen was generally well tolerated. A similar incidence of adverse events was demonstrated in the two dose groups with the possible exception of acute infusion-related events such as fever and chills as well as rash and dyspnea, which appear to be more prevalent in the higher dose group. The overall response rate was 26% and response rates were similar between the two dose groups (24% for the standard Herceptin dose group and 28% for the high Herceptin dose group). Subgroup analysis determined a higher response rate in IHC 3+ patients (35%) and FISH-positive patients (41%). When women with stable disease for > or =6 months were included with responders, the clinical benefit rate in IHC 3+ patients was 47%. Median survival was 24.4 months, which is comparable with the survival rate seen in the pivotal phase III combination trial (25 months). Therefore, single-agent Herceptin is an important new option for the first-line treatment of HER2-positive metastatic breast cancer patients.""",1
"""Epidermal growth factor receptor and vascular endothelial growth factor receptor 2 are specific biomarkers in triple-negative breast cancer. Results from a controlled randomized trial with long-term follow-up.""","""Triple-negative breast cancer (TNB) has poor prognosis and moreover patients with TNB do not benefit from established targeted drugs with endocrine therapy or trastuzumab. The aim of the study was to analyze the prevalence of candidate biomarkers in tumors from patients with TNB. Tissue microarrays were prepared from primary tumors from premenopausal breast cancer patients (500/564) randomized to adjuvant tamoxifen or no adjuvant treatment. Immunohistochemical (IHC) staining included ER, PR, HER2, epidermal receptor growth factor (EGFR), vascular endothelial growth factor A (VEGF-A), and vascular endothelial growth factor receptor 2 (VEGFR2). EGFR and HER2 gene copy number was defined by fluorescence in situ hybridization (FISH). All patients were included in the descriptive analysis, but only untreated patients in the survival analysis. TNB was diagnosed in 96 patients and correlated significantly to low age, Nottingham histological grade (NHG) III, high Ki67-index, T2 tumors, node negativity, EGFR positivity, increased EGFR gene copy number and high VEGFR2 expression. TNB was an independent prognostic factor for decreased 5-year breast cancer specific survival (BCSS) (HR 2.0 (95% CI 1.1-3.6), P = 0.01), but not for 10-year BCSS. High VEGFR2 expression was significantly correlated to decreased BCSS in TNB patients. TNB was associated with decreased BCSS and clinicopathological characteristics of an aggressive tumor type. High VEGFR2 expression, EGFR expression, and EGFR gene copy number were significantly correlated to TNB, supporting their role as putative candidate biomarkers for selection of targeted therapy in TNB.""",0
"""Lapatinib plus letrozole as first-line therapy for HER-2+ hormone receptor-positive metastatic breast cancer.""","""OBJECTIVE: To evaluate the efficacy and tolerability of letrozole plus lapatinib versus letrozole plus placebo in women with hormone receptor (HR)(+) human epidermal growth factor receptor (HER)-2(+) tumors receiving first-line therapy for metastatic breast cancer (MBC). PATIENTS AND METHODS: Postmenopausal women (n = 1,286) with HR(+) MBC were randomized to daily oral treatment with letrozole (2.5 mg) plus lapatinib (1,500 mg) versus letrozole (2.5 mg) plus placebo. Of the 1,286 patients enrolled in the phase III study, 219 had HER-2(+) tumors. The primary endpoint was progression-free survival (PFS) in HER-2(+) patients. RESULTS: Results in the HR(+) HER-2(+) population (n = 219) are presented. The addition of lapatinib to letrozole resulted in a significantly lower risk for disease progression than with letrozole alone (hazard ratio, 0.71; 95% confidence interval, 0.53-0.96). The PFS time was 8.2 months, versus 3.0 months. The objective response rate (ORR) (28% versus 15%) and clinical benefit rate (CBR) (48% versus 29%) were also significantly greater in lapatinib-treated women. The most common adverse events in the lapatinib group were diarrhea (68%) and rash (46%), primarily grade 1 and 2. CONCLUSIONS: The addition of lapatinib to letrozole is well tolerated and leads to a significantly greater PFS time, ORR, and CBR than with letrozole alone in women with MBC who coexpress HR and HER-2.""",1
"""Platinum and etoposide in chemotherapy refractory metastatic breast cancer. A phase II trial of the Italian Oncology Group for Clinical Research (G.O.I.R.C.).""","""Twenty-four evaluable extensively pretreated advanced breast cancer patients received a combination of platinum and etoposide. Platinum was given i.v. at the dose of 80 mg/mq at day 1. Etoposide was given at the dose of 120 mg/mq i.v. at day 1, and p.o. at the dose of 200 mg/mq at day 3 and 5. Treatment was repeated every 3 weeks. CR was never obtained. PR was observed in four patients (17%), MR in two, NC in seven and PD in 11 patients. PR plus MR occurred in six patients (25%). Considering the extensive pretreatment of patients, the results seem to indicate that this combination is active and can be included among the possible options in treating chemotherapy refractory advanced breast cancer. Moreover, it deserves further evaluation in an earlier phase of the disease.""",1
"""A double blind comparative study of tegafur (FT) and UFT (a combination of Tegafur and uracil) in advanced breast cancer.""","""A double blind study to compare the efficacy of oral UFT (400 mg Tegafur (FT) plus 896 mg uracil/day) with that of oral FT (800 mg/day) on advanced breast cancer was performed between November, 1986, and November, 1989. Sixty patients were registered for the trial and fifty-six cases were evaluated (28 for UFT and 28 for FT). The primary end points in the study were response rate and time to relapse. There were no significant differences in patients' characteristics in either group. The objective response rates were 39% (11/28; 95% confidence interval (C.I.), 22-59%) in UFT and 21% (6/28; 95% C.I., 8-41%) in FT, without statistical significance (P = 0.25). For time to relapse, a trend was seen in favor of UFT, but this effect did not achieve statistical significance (P = 0.09). Both subjective and objective adverse effects were similar between the two treatments. The overall survivals were similar in both parts of the study. The size of the trial was too small for a definite conclusion to be drawn although, for both response rate and time to relapse, a trend was seen in favor of UFT. A large scale randomized study will be necessary to compare the drugs in the management of patients with advanced breast cancer.""",1
"""Sustained-release metoclopramide plus methylprednisolone versus placebo plus methylprednisolone as antiemetic prophylaxis during non-cisplatin chemotherapy. A randomized double-blind cross-over trial.""","""In a randomized double-blind cross-over trial, sustained-release metoclopramide (S) plus methylprednisolone (M) was compared with placebo (P) plus methylprednisolone as antiemetic prophylaxis during two cycles of non-cisplatin chemotherapy. S was administered as 60 mg every 12 h commencing on the evening before chemotherapy up to total of 300 mg metoclopramide in 2.5 days. Evaluation of nausea and vomiting was done by self-assessment schemes and visual analog scales. Fifty patients were included and 36 fulfilled both cycles. Mild nausea and vomiting were experienced by 81% and 83% in the S + M and P + M groups, respectively, while 42% and 39% showed complete control of nausea and vomiting during the first day of treatment. Moderate-dose S did not add to the antiemetic efficacy of M in non-cisplatin chemotherapeutic regimens.""",0
"""Prospective, randomized trial of sequential interleukin-3 and granulocyte- or granulocyte-macrophage colony-stimulating factor after standard-dose chemotherapy in cancer patients.""","""BACKGROUND AND OBJECTIVE: Several in vitro and animal studies have shown that IL-3 primes hematopoietic stem cells to become more sensitive to later acting growth factors. We wanted to compare the toxicity and the synergistic stimulatory effect of interleukin-3 (IL-3) followed by granulocyte colony-stimulating factor (G-CFS) or granulocyte-macrophage colony-stimulating factor (GM-CSF) on white blood cell (WBC) and platelet counts, after standard-dose chemotherapy (CT) in patients with solid tumors. DESIGN AND METHODS: Fifty consecutive cancer patients with thrombocytopenia and/or leukopenia registered during a previous course of CT were randomized to receive, after the following course, IL-3 (10 microg/kg/day, s.c., day 1-5) followed by G- or GM-CSF (5 microg/kg/day, day 6-8). RESULTS: The nadir of WBC in the cycles supported with the combination of IL-3 and G-CSF was significantly higher than that observed in the CT cycles not supported by growth factors (p < 0. 005). Furthermore, severe leukopenia was abrogated in all the cycles supported with IL-3+G-CSF, while in the cycles without cytokines, this event was registered in 62.5% of the cases (p < 0.0005). Finally, the recovery of WBC was achieved a mean of 4 days earlier in the cycles supported with IL-3+G-CSF. As for thrombocytoprotection, no significant differences were evidenced, but severe thrombocytopenia was abrogated in all the cycles supported by IL-3+G-CSF (p < 0.05). Furthermore, platelet recovery after CT was achieved on average 3.5 days earlier in the IL-3+G-CSF group than in the previous cycles. The nadir of WBC count in the cycles supported by the combination of IL-3 and GM-CSF was significantly higher than that observed in the CT cycles not supported by growth factors (p < 0.005). Furthermore, severe leukopenia was abrogated in 40% of the cycles supported by IL-3+GM-CSF, while in the cycles without cytokines, this event was registered in 80% of the cases (p < 0.005). Finally, the recovery of WBC was achieved a mean of 3.5 days earlier in the cycles supported by IL-3+GM-CSF. As far as thrombocytoprotection is concerned, there were no significant differences in the nadir between the cycles supported by the association IL-3+GM-CSF and the cycles not supported by cytokines. However, severe thrombocytopenia was registered in 20% of the cycles not supported by growth factors but in only 10% of the cycles supported by IL-3+GM-CSF (p < 0.05). Furthermore, platelet recovery after CT was achieved on average 3 days earlier in the IL-3+GM-CSF group. The combination of IL-3 and G-CSF would appear to be more effective than the combination of IL-3 and GM-CSF in the control of both severe thrombocytopenia and leukopenia. Indeed, severe leukopenia was abrogated in all the cycles in arm A, but only in 40% of the cycles in arm B (p < 0.0005). Furthermore, considering a platelet count below 49""",0
"""Deterioration of quality of life of high-risk breast cancer patients treated with high-dose chemotherapy: the PEGASE 01 Quality of Life Study.""","""OBJECTIVE: The aim of this study was to compare the quality of life (QOL) of high-risk breast cancer patients included in a randomized clinical trial (PEGASE 01) comparing conventional chemotherapy versus adding an additional high-dose chemotherapy (HDC) cycle with blood stem cell support. METHODS: A total of 314 patients were included in the clinical trial. QOL evaluations were available for 199 patients. QOL was assessed over a 1-year follow-up period, using the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire C-30. The results were analyzed using a linear mixed-effects model. RESULTS: Toxicity of HDC has a strong negative impact on patients' QOL during the treatment phase. This negative impact tended to last longer in the HDC group, as for most of the QLQ-C30 scales, the QOL scores of HDC patients tend to improve at a slower rate than that of patients receiving standard chemotherapy. In particular, physical functioning remains deteriorated 1 year after inclusion for HDC patients comparatively to conventional chemotherapy patients (85.99 vs. 76.65, P = 0.021), and the pain score was still higher in the HDC group at that time (28.32 vs. 15.97, P = 0.004). CONCLUSION: HDC has a negative impact on QOL even after treatment phase. In the absence of an overall survival benefit of using HDC for high-risk breast cancer patients, QOL studies with a longer follow-up play an important role in informing the complex trade-off implied by HDC between higher toxicity, reduced risk of relapse, and QOL decrease after the active phase of treatment.""",0
"""Randomized trial of aminoglutethimide versus tamoxifen in metastatic breast cancer.""","""We compared antiestrogen therapy (tamoxifen) with an estrogen suppression regimen (aminoglutethimide-hydrocortisone) in postmenopausal women with metastatic breast carcinoma. Fifteen of 39 patients (38%) who received tamoxifen experienced an objective tumor regression (3 complete, 12 partial remissions), whereas 13 of 36 women (36%) receiving aminoglutethimide responded (one complete remission, 12 partial remissions). The median duration of response was similar. The site of tumor involvement appears to be important in choosing between these hormonal treatments. Aminoglutethimide appears to offer a greater chance of response in patients with bone involvement.""",1
"""Very high quantitative tumor HER2 content and outcome in early breast cancer.""","""BACKGROUND: It is unknown how a very high tumor total HER2 (human epidermal growth factor receptor-2) content (H2T) influences outcome in early breast cancer treated with adjuvant trastuzumab plus chemotherapy. PATIENTS AND METHODS: H2T was measured using a novel quantitative assay (HERmark(Œ¬)) from formalin-fixed tumor tissue of 899 women who participated in the FinHer trial (ISRCTN76560285). In a chromogenic in situ hybridization (CISH) test, 197 (21.9%) patients had HER2-positive cancer and were randomly assigned to receive trastuzumab or control. RESULTS: Cancer H2T levels varied 1808-fold. High H2T levels were correlated with a positive HER2 status by CISH (PäóŠ<äóŠ0.0001). A nonlinear association was present between H2T and the hazard of distant recurrence in a subpopulation treatment effect pattern plot analysis in CISH-positive disease. Patients with very high H2T (defined by äŠ«22-fold the median of HER2-negative cancers; 13% of CISH-positive cancers) did not benefit from adjuvant trastuzumab [hazard ratio (HR) 1.23; 95% confidence interval (CI) 0.33-4.62; PäóŠ=äóŠ0.75], whereas the rest of the patients with HER2-positive disease by CISH (87%) did benefit (HR 0.52; 95% CI 0.28-1.00; PäóŠ=äóŠ0.050). CONCLUSION: Patients with HER2-positive breast cancer with very high tumor HER2 content may benefit less from adjuvant trastuzumab compared with those whose cancer has more moderate HER2 content.""",0
"""Prospective randomised multicenter trial on single fraction radiotherapy (8 Gy x 1) versus multiple fractions (3 Gy x 10) in the treatment of painful bone metastases.""","""BACKGROUND AND PURPOSE: To investigate whether single-fraction radiotherapy is equal to multiple fractions in the treatment of painful metastases. PATIENTS AND METHODS: The study planned to recruit 1000 patients with painful bone metastases from four Norwegian and six Swedish hospitals. Patients were randomized to single-fraction (8 Gy x 1) or multiple-fraction (3 Gy x 10) radiotherapy. The primary endpoint of the study was pain relief, with fatigue and global quality of life as the secondary endpoints. RESULTS: The data monitoring committee recommended closure of the study after 376 patients had been recruited because interim analyses indicated that, as in two other recently published trials, the treatment groups had similar outcomes. Both groups experienced similar pain relief within the first 4 months, and this was maintained throughout the 28-week follow-up. No differences were found for fatigue and global quality of life. Survival was similar in both groups, with median survival of 8-9 months. CONCLUSIONS: Single-fraction 8 Gy and multiple-fraction radiotherapy provide similar pain benefit. These results, confirming those of other studies, indicate that single-fraction 8 Gy should be standard management policy for these patients.""",0
"""Phase II trial of a combination of doxorubicin and mitoxantrone in metastatic breast cancer.""","""To exploit possible different non-cross-resistant mechanisms of cytotoxicity, 25 patients with advanced breast cancer were given combination chemotherapy consisting of iv mitoxantrone (7 mg/m2) and doxorubicin (30 mg/m2) every 3-4 weeks. The patients had predominantly visceral disease and received a median of six (range, one to 12) cycles of therapy. There were no complete responders, but 13 patients (52%) achieved partial remission lasting a median of 8 months (range, 4-21+). Three patients (12%) had disease stabilization and nine (36%) had disease progression. Hematologic toxicity was generally mild, with median wbc count and platelet count nadirs of 1900/mm3 (range, 700-3100) and 160,000/mm3 (range, 49,000-406,000), respectively. One patient may have died from treatment-related sepsis (pneumonia), but lymphangitic lung disease was not excluded. Hair loss progressing to severe alopecia over several treatment cycles was relatively common, affecting seven of 16 evaluable patients (44%). Vomiting was mild or absent in 17 (71%) of 24 evaluable patients. Three of 15 patients in whom serial measurements of left ventricular ejection fraction were performed developed significant reductions compatible with anthracycline-induced cardiotoxicity. Two of these patients also had pericardial effusions and one developed congestive heart failure. In conclusion, mitoxantrone and doxorubicin is an active, well-tolerated drug combination for the treatment of advanced breast cancer but may have appreciable cardiotoxicity.""",1
"""Randomized phase II trial of letrozole and letrozole plus low-dose metronomic oral cyclophosphamide as primary systemic treatment in elderly breast cancer patients.""","""PURPOSE: To investigate the activity of letrozole plus/minus oral metronomic cyclophosphamide as primary systemic treatment (PST) in elderly breast cancer patients. METHODS: One hundred fourteen consecutive elderly women with T2-4 N0-1 and estrogen receptor-positive breast cancer were randomly assigned to primary letrozole therapy (2.5 mg daily for 6 months) or a combination of letrozole plus oral cyclophosphamide (50 mg/daily for 6 months) in an open-labeled, randomized phase II trial. Tumor response was assessed clinically, and tumor Ki67 index and vascular endothelial growth factor (VEGF) -A levels were measured before and after treatment. RESULTS: Overall response rate was 71.9% (95% CI, 60.0 to 83.8) in the 57 patients randomly assigned to receive primary letrozole and 87.7% (95% CI, 78.6 to 96.2) in the 57 patients randomly assigned to receive letrozole plus cyclophosphamide. The difference in activity between treatment arms was predominantly confined to patients with ductal histology. There was a significantly greater suppression of Ki67 and VEGF-A expression in the letrozole/cyclophosphamide-treated group than in the letrozole-treated group, leading to lower Ki67 and VEGF expression at post-treatment residual histology (P = .03 and P = .002, respectively). CONCLUSION: Both letrozole and letrozole plus cyclophosphamide treatments appeared active as PST in elderly breast cancer patients. Metronomic scheduling of cyclophosphamide may have an antiangiogenic effect and the combination of letrozole plus cyclophosphamide warrants testing in a randomized phase III trial.""",1
"""In vivo manipulation of human breast cancer growth by estrogens and growth hormone: kinetic and clinical results.""","""Since 1983, a series of experimental and clinical studies have been carried out on the possibility of enhancing the chemotherapy effectiveness in breast cancer by expanding the fraction of cycling cells. Theoretically estrogens should recruit breast cancer cells and this fact should result in a higher killing efficiency of antiproliferative drugs. Actually it has been clearly shown, by means of the thymidine labeling index and primer-dependent alpha-DNA polymerase assay, that low doses of diethylstilbesterol are able to increase the tumor proliferative activity of human breast cancer in vivo (estrogenic recruitment). Three randomized trials have been carried out (one in locally advanced and two in metastatic breast cancer) comparing conventional polychemotherapy vs chemotherapy with estrogenic recruitment. Only limited advantages have been observed in these trials. Searching for new modalities of kinetic manipulation of tumors, recombinant human growth hormone has been employed in a pilot study: the preliminary results indicate that it largely enhances tumor proliferative activity, suggesting the possibility of employing a growth factor system to increase chemosensitivity.""",0
"""Phase II evaluation of orally administered idarubicin in patients with advanced breast cancer.""","""""",1
"""Recombinant DNA human interferon alpha 2 in advanced breast cancer: a phase 2 trial.""","""Effectiveness of recombinant DNA (rDNA) human interferon alpha 2 (IFN alpha 2) in advanced breast cancer was evaluated in 14 patients who had received prior endocrine and/or cytotoxic therapy. After randomization, 7 patients received IFN alpha 2 two million IU m-2 day-1, s.c., 3 times a week (schedule 1) and 7 patients received 50 million IU m-2 day-1, i.v., for 5 consecutive days, every 3 weeks (schedule 2). Treatment duration was 4-21 weeks in schedule 1 and 6-24 weeks (2-8 courses) in schedule 2. Regressions were not achieved with either schedule. Treatment was associated with significant toxicity and was more severe in schedule 2. Dose limiting toxicities were leukopenia, elevation of liver enzymes, hyperglycemia and fatigue. Serum IFN activity was low or undetectable in patients on schedule 1 and high in patients on schedule 2. At 24 h, serum IFN activity was detectable in only 1/6 patients on schedule 1 as compared to 3/7 patients on schedule 2. IFN neutralizing factors were detected in the serum of only 1 patient prior to treatment but none were detected in any of the patients during or after discontinuation of treatment (4-24 weeks). IFN alpha 2 increased the expression of both HLA class 1 antigens and beta 2 microglobulin in peripheral blood lymphocytes in vivo. This effect was dose related.""",1
"""Evaluation of a 30-gene paclitaxel, fluorouracil, doxorubicin, and cyclophosphamide chemotherapy response predictor in a multicenter randomized trial in breast cancer.""","""PURPOSE: We examined in a prospective, randomized, international clinical trial the performance of a previously defined 30-gene predictor (DLDA-30) of pathologic complete response (pCR) to preoperative weekly paclitaxel and fluorouracil, doxorubicin, and cyclophosphamide (T/FAC) chemotherapy, and assessed if DLDA-30 also predicts increased sensitivity to FAC-only chemotherapy. We compared the pCR rates after T/FAC versus FACx6 preoperative chemotherapy. We also did an exploratory analysis to identify novel candidate genes that differentially predict response in the two treatment arms.EXPERIMENTAL DESIGN: Two hundred and seventy-three patients were randomly assigned to receive either weekly paclitaxel í„ 12 followed by FAC í„ 4 (T/FAC, n = 138), or FAC í„ 6 (n = 135) neoadjuvant chemotherapy. All patients underwent a pretreatment fine-needle aspiration biopsy of the tumor for gene expression profiling and treatment response prediction.RESULTS: The pCR rates were 19% and 9% in the T/FAC and FAC arms, respectively (P < 0.05). In the T/FAC arm, the positive predictive value (PPV) of the genomic predictor was 38% [95% confidence interval (95% CI), 21-56%], the negative predictive value was 88% (95% CI, 77-95%), and the area under the receiver operating characteristic curve (AUC) was 0.711. In the FAC arm, the PPV was 9% (95% CI, 1-29%) and the AUC was 0.584. This suggests that the genomic predictor may have regimen specificity. Its performance was similar to a clinical variable-based predictor nomogram.CONCLUSIONS: Gene expression profiling for prospective response prediction was feasible in this international trial. The 30-gene predictor can identify patients with greater than average sensitivity to T/FAC chemotherapy. However, it captured molecular equivalents of clinical phenotype. Next-generation predictive markers will need to be developed separately for different molecular subsets of breast cancers.""",0
"""Everolimus in postmenopausal hormone-receptor-positive advanced breast cancer.""","""BACKGROUND: Resistance to endocrine therapy in breast cancer is associated with activation of the mammalian target of rapamycin (mTOR) intracellular signaling pathway. In early studies, the mTOR inhibitor everolimus added to endocrine therapy showed antitumor activity. METHODS: In this phase 3, randomized trial, we compared everolimus and exemestane versus exemestane and placebo (randomly assigned in a 2:1 ratio) in 724 patients with hormone-receptor-positive advanced breast cancer who had recurrence or progression while receiving previous therapy with a nonsteroidal aromatase inhibitor in the adjuvant setting or to treat advanced disease (or both). The primary end point was progression-free survival. Secondary end points included survival, response rate, and safety. A preplanned interim analysis was performed by an independent data and safety monitoring committee after 359 progression-free survival events were observed. RESULTS: Baseline characteristics were well balanced between the two study groups. The median age was 62 years, 56% had visceral involvement, and 84% had hormone-sensitive disease. Previous therapy included letrozole or anastrozole (100%), tamoxifen (48%), fulvestrant (16%), and chemotherapy (68%). The most common grade 3 or 4 adverse events were stomatitis (8% in the everolimus-plus-exemestane group vs. 1% in the placebo-plus-exemestane group), anemia (6% vs. <1%), dyspnea (4% vs. 1%), hyperglycemia (4% vs. <1%), fatigue (4% vs. 1%), and pneumonitis (3% vs. 0%). At the interim analysis, median progression-free survival was 6.9 months with everolimus plus exemestane and 2.8 months with placebo plus exemestane, according to assessments by local investigators (hazard ratio for progression or death, 0.43; 95% confidence interval [CI], 0.35 to 0.54; P<0.001). Median progression-free survival was 10.6 months and 4.1 months, respectively, according to central assessment (hazard ratio, 0.36; 95% CI, 0.27 to 0.47; P<0.001). CONCLUSIONS: Everolimus combined with an aromatase inhibitor improved progression-free survival in patients with hormone-receptor-positive advanced breast cancer previously treated with nonsteroidal aromatase inhibitors. (Funded by Novartis; BOLERO-2 ClinicalTrials.gov number, NCT00863655.).""",1
"""Phase II trial of exemestane in combination with fulvestrant in postmenopausal women with advanced, hormone-responsive breast cancer.""","""INTRODUCTION: Exemestane, the irreversible steroidal aromatase inhibitor, and fulvestrant, the pure estrogen antagonist, are active as single drugs in postmenopausal women with advanced hormone-responsive breast cancer. We designed a phase II study with the purpose of determining whether combining these 2 drugs with different and potentially complementary mechanisms of action will improve the clinical benefit. PATIENTS AND METHODS: Forty postmenopausal women with hormone-responsive advanced breast cancer received intramuscular injection of fulvestrant 250 mg every 28 days in combination with daily exemestane 25 mg until disease progression. We examined the influence of fulvestrant on exemestane pharmacokinetics and the effect of exemestane and fulvestrant on serum IGF-1 (insulin-like growth factor 1) and IGFBP-3 (IGF-binding protein 3) levels. RESULTS: The observed proportion of patients free of progressive disease at 6 months after the initiation of treatment with exemestane and fulvestrant was 50%, a rate similar to that achieved with single-agent exemestane or fulvestrant in the first- or second-line setting. Pharmacokinetics parameters showed that coadministration of fulvestrant did not result in clinically relevant changes in exemestane plasma concentrations. A comparison of IGF-1 and IGFBP-3 levels demonstrated the increase of 35% and 12%, respectively, in mean levels from baseline to day 120. CONCLUSIONS: The combination of exemestane and fulvestrant did not improve clinical benefit. The observed lack of improved efficacy was not related to altered drug exposure.""",1
"""SABRE-B: an evaluation of paclitaxel and bevacizumab with or without sunitinib as first-line treatment of metastatic breast cancer.""","""BACKGROUND: The vascular endothelial growth factor (VEGF) pathway can be targeted through VEGF neutralization or VEGF receptor (VEGFR) blockade using tyrosine kinase inhibition. Because laboratory models suggest that combining these approaches might be synergistic, we sought to evaluate the feasibility and efficacy of combining sunitinib with paclitaxel + bevacizumab (PB). METHODS: Patients with human epidermal growth factor receptor 2 (HER2)-negative, metastatic breast cancer receiving first-line chemotherapy were randomized to PB or PB with sunitinib (PBS), with planned escalation of the sunitinib dose. RESULTS: Forty-six patients were randomized to PB or PBS with sunitinib dosed at 25 mg p.o. daily. Patients receiving PBS encountered substantial toxicity that precluded adequate treatment. The percentage of patients with grade äŠ«3 adverse events was greater in the PBS arm than the PB arm (83% versus 57%), and sunitinib dosing was modified in 78% of patients, most often due to neutropenia, febrile neutropenia, and fatigue. In addition, 44% of patients had sunitinib dose reduction to 12.5 mg, and 39% required discontinuation. Patients receiving PBS had more bevacizumab treatment interruptions and discontinuations because of toxicity. Median treatment duration was longer in the PB arm compared with the PBS arm (14.1 versus 11.1 weeks), reflecting early treatment discontinuation of PBS. Because of poor tolerability of the addition of sunitinib to PB, the planned sunitinib dose escalation was halted and the study accrual was terminated. CONCLUSION: Adding sunitinib to standard doses of bevacizumab plus paclitaxel for metastatic breast cancer is not feasible. Different strategies will be required to evaluate whether there is additional clinical benefit to combining VEGF/VEGFR-targeted agents.""",1
"""Pharmacokinetics of doxorubicin administered i.v. as Myocet (TLC D-99; liposome-encapsulated doxorubicin citrate) compared with conventional doxorubicin when given in combination with cyclophosphamide in patients with metastatic breast cancer.""","""Myocet (TLC D-99) is a liposomal formulation of the anti-neoplastic drug doxorubicin with an improved therapeutic index compared with conventional doxorubicin. The objective of this study was to assess the plasma disposition of doxorubicin when administered i.v. as TLC D-99 and to compare this to conventional drug. Metabolite (doxorubicinol) plasma levels were also quantitated in both treatment groups. Plasma was collected during the first course of treatment from 10 patients receiving TLC D-99 60 mg/m and 10 receiving conventional doxorubicin 60 mg/m2, each with cyclophosphamide 600 mg/m2. Samples were assayed for total doxorubicin (all doxorubicin regardless of whether it is encapsulated or not), encapsulated doxorubicin (TLC D-99 group only) and doxorubicinol using high-performance liquid chromatography. Plasma concentrations of total doxorubicin were higher in patients receiving TLC D-99 than in patients receiving conventional doxorubicin. The clearance of total doxorubicin after administration of TLC D-99 was lower (approximately 9-fold) and the volume of distribution at steady state was less (25-fold) than that of doxorubicin after conventional drug. Doxorubicinol was detected in the plasma of all patients in both treatment groups. The mean AUC(0-infinity) of doxorubicinol for patients receiving TLC D-99 (1.5+/-0.4 M x h) was not statistically different than that in patients receiving conventional doxorubicin (1.8+/-0.4 M x h), although the appearance of the peak doxorubicinol concentration occurred later and was lower in patients receiving TLC D-99. There was a correlation between the plasma AUC(0-infinity) of total doxorubicin and the degree of myelosuppression in patients receiving conventional doxorubicin, but this correlation was not found in patients receiving TLC D-99.""",1
"""Randomized phase III trial comparing the new potent and selective third-generation aromatase inhibitor vorozole with megestrol acetate in postmenopausal advanced breast cancer patients. North American Vorozole Study Group.""","""PURPOSE: To compare the efficacy and safety of vorozole (VOR) 2.5 mg once daily with that of megestrol acetate (MA) 40 mg four times per day as second-line therapy in postmenopausal women with advanced breast cancer whose disease progressed after tamoxifen treatment. PATIENTS AND METHODS: A total of 452 patients were enrolled onto an open, multicenter, randomized phase III trial comparing VOR to MA for tumor response, safety, and quality of life (as indicated by the Functional Living Index-Cancer score). RESULTS: Vorozole produced a response rate of 9.7%, compared with 6.8% for MA (P = .24). Clinical benefit (complete response + partial response + no change in > 6 months) was demonstrated in 23.5% and 27.2% of patients treated with VOR and MA, respectively (P = .42). Median duration of response was 18.2 months for VOR versus 12.5 months for MA (P = .074). There was no significant difference in time to progression or survival between the treatment groups. Discontinuation of treatment because of adverse events occurred less frequently in the VOR-treated group (3.1% v 6.2%; P = .18). Patients on the VOR arm reported significantly more nausea, hot flushes, arthralgia, upper respiratory tract infection, anorexia, and paresthesia, whereas those treated with MA had significantly more dyspnea, increased appetite, and weight increase. There was no difference between the two treatment groups in Functional Living Index-Cancer scores (total or subscales). However, when analyzed by objective response, patients with complete or partial responses (P = .032) or no change (P = .033) who were receiving VOR had significant improvement in the psychologic well-being subscale, compared with patients given MA. CONCLUSION: Vorozole is well tolerated and as effective as MA in the treatment of postmenopausal advanced breast cancer patients with disease progression after tamoxifen treatment.""",1
